北海道,札幌市北区あいの里５－３－１－１０,北海道教育大学附属札幌小学校
北海道,函館市美原３－４８－６,北海道教育大学附属函館小学校
北海道,旭川市春光４条１丁目１ー１,北海道教育大学附属旭川小学校
北海道,釧路市桜ヶ岡７－１２－４８,北海道教育大学附属釧路小学校
北海道,札幌市中央区大通東６丁目１２番地,中央小学校
北海道,札幌市中央区南１４条西１０丁目１番地,山鼻小学校
北海道,札幌市中央区南１０条西１７丁目１番１号,幌西小学校
北海道,札幌市中央区北８条西１７丁目１,桑園小学校
北海道,札幌市中央区南２１条西５丁目１－１,幌南小学校
北海道,札幌市中央区北１条西２５丁目１－８,円山小学校
北海道,札幌市中央区南２条西１５丁目,二条小学校
北海道,札幌市中央区北８条西２５丁目２番１号,日新小学校
北海道,札幌市中央区南十条西２２丁目３‐１,緑丘小学校
北海道,札幌市中央区盤渓２２６番地,盤渓小学校
北海道,札幌市中央区宮の森４条６丁目１番地１,宮の森小学校
北海道,札幌市中央区南１８条西１５丁目１番１号,伏見小学校
北海道,札幌市中央区宮の森３条１３丁目６－２０,大倉山小学校
北海道,札幌市中央区宮の森４条１１丁目４－１,三角山小学校
北海道,札幌市中央区南２９条西１２丁目１の１,山鼻南小学校
北海道,札幌市中央区南３条西７丁目,資生館小学校
北海道,札幌市北区北９条西1丁目１,北九条小学校
北海道,札幌市北区北１９条西２丁目１－１,幌北小学校
北海道,札幌市北区北２４条西７丁目１の１,白楊小学校
北海道,札幌市北区新琴似７条３丁目２番１号,新琴似小学校
北海道,札幌市北区屯田７条６丁目２番２号,屯田小学校
北海道,札幌市北区新川５条１５丁目１番１号,新川小学校
北海道,札幌市北区篠路４条９丁目３－１,篠路小学校
北海道,札幌市北区東茨戸１条２丁目３１４－１５,茨戸小学校
北海道,札幌市北区あいの里３条６丁目２－１,鴻城小学校
北海道,札幌市北区北３４条西７丁目３番２号,和光小学校
北海道,札幌市北区新琴似５条１１丁目４－１,光陽小学校
北海道,札幌市北区北２７条西１４丁目１番１号,新陽小学校
北海道,札幌市北区新琴似１１条６丁目１番１号,新琴似北小学校
北海道,札幌市北区新川３条３丁目２番１号,新川中央小学校
北海道,札幌市北区新琴似１１条１５丁目１番５号,新琴似西小学校
北海道,札幌市北区篠路１条２丁目６番２０号,太平小学校
北海道,札幌市北区新琴似１条３丁目１番１号,新琴似南小学校
北海道,札幌市北区篠路５条２丁目２番１号,篠路西小学校
北海道,札幌市北区新琴似１条１２丁目１番１号,新光小学校
北海道,札幌市北区あいの里２条１丁目２４－１,拓北小学校
北海道,札幌市北区屯田５条４丁目６－１,屯田南小学校
北海道,札幌市北区北３１条西９丁目２－１,北陽小学校
北海道,札幌市北区新琴似１０条１１丁目５番１号,新琴似緑小学校
北海道,札幌市北区太平１条１丁目２－１,太平南小学校
北海道,札幌市北区あいの里２条３丁目９－１,あいの里西小学校
北海道,札幌市北区屯田６条１０丁目３番１号,屯田西小学校
北海道,札幌市北区あいの里３条７丁目１１－１,あいの里東小学校
北海道,札幌市北区百合が原６丁目５番１号,百合が原小学校
北海道,札幌市北区屯田９条３丁目４－１,屯田北小学校
北海道,札幌市北区北１４条西５丁目,幌北小学校ひまわり分校
北海道,札幌市東区北９条東１３丁目１－１,苗穂小学校
北海道,札幌市東区北１２条東６丁目１－１,北光小学校
北海道,札幌市東区北１８条東６丁目１番１０号,美香保小学校
北海道,札幌市東区伏古１条２丁目１番３１号,札幌小学校
北海道,札幌市東区丘珠町５９３番地,丘珠小学校
北海道,札幌市東区東苗穂７条２丁目３番１号,札苗小学校
北海道,札幌市東区北４２条東１０丁目２の３,栄小学校
北海道,札幌市東区中沼町２４０番地,福移小学校
北海道,札幌市東区中沼町７３番地１０,中沼小学校
北海道,札幌市東区北２５条東４丁目３番１号,北園小学校
北海道,札幌市東区北２５条東１７丁目１－１,元町小学校
北海道,札幌市東区北３３条東４丁目１－１,北小学校
北海道,札幌市東区北１９条東１４丁目１番１号,明園小学校
北海道,札幌市東区本町２条７丁目１番３０号,本町小学校
北海道,札幌市東区北３９条東４丁目１番１号,栄西小学校
北海道,札幌市東区北４７条東６丁目１－１,栄北小学校
北海道,札幌市東区北３１条東１４丁目１,元町北小学校
北海道,札幌市東区北４６条東１３丁目１番１号,栄東小学校
北海道,札幌市東区東苗穂９条３丁目２番３号,札苗北小学校
北海道,札幌市東区本町２条１丁目２番３２号,東光小学校
北海道,札幌市東区北３７条東２０丁目３－１,栄南小学校
北海道,札幌市東区伏古８条５丁目２番１号,伏古小学校
北海道,札幌市東区北２１条東２１丁目３－１,開成小学校
北海道,札幌市東区北３６条東１３丁目３番１号,栄町小学校
北海道,札幌市東区北５１条東１０丁目１番１号,栄緑小学校
北海道,札幌市東区東苗穂５条２丁目３番１号,東苗穂小学校
北海道,札幌市東区伏古１１条１丁目２－１０,伏古北小学校
北海道,札幌市東区東苗穂１３条４丁目９番３０号,札苗緑小学校
北海道,札幌市白石区菊水８条１丁目３番２５号,東橋小学校
北海道,札幌市白石区本通１丁目北４番１号,白石小学校
北海道,札幌市白石区菊水上町１条３丁目５２番地,上白石小学校
北海道,札幌市白石区本通１８丁目南１番１号,大谷地小学校
北海道,札幌市白石区南郷通１０丁目南３番１号,本郷小学校
北海道,札幌市白石区本郷通４丁目南３－１,南郷小学校
北海道,札幌市白石区平和通９丁目南１番１号,本通小学校
北海道,札幌市白石区東札幌４条５丁目４番２０号,東札幌小学校
北海道,札幌市白石区北郷４条５丁目１番１号,北郷小学校
北海道,札幌市白石区本通１４丁目南６番１号,東白石小学校
